Year/species/area;Species;Area;Year;PCB7 l.w.;SDDT l.w.;SHCH l.w.;HCB l.w.;TNC l.w.;SPBDE l.w.;Log PCB7 LW;Log DDT LW;Log HCH LW;Log TNC LW;Log HCB LW;Log PBDE LW;Hel lengde, cm;Log(Length);Hel vekt, g;Lever vekt, g;LSI %;Log LSI;Fettinnhold, %;Log fett;Alder, y;PCB7, µg/kg ww;Log PCB7 ww;DDT ww1;Log DDT ww;HCH ww;Log HCH ww;TNC ww;Log TNC ww;HCB ww;Log HCB ww;PBDE ww;Log PBDE ww;DDT ww10;Var18;Var19
S T 2019;Saithe;Tampen;2019;84,97996131;42,16719962;1,535352242;8,209492733;10,08762129;10,94456208;1,929316529;1,62497476;0,186208028;1,00378877;0,914316323;1,039198389;61;1,79;2195;138,00;6,287015945;0,80;70,0;1,85;6;60;1,77;29,52;1,47;1,08;0,03;7,06;0,85;5,75;0,76;7,66;0,88;29,52;;
S T 2019;Saithe;Tampen;2019;105,7486273;72,82485863;1,155926462;14,88684131;17,08235583;11,16252083;2,024274739;1,86227965;0,062930206;1,232547764;1,172802559;1,047762282;51;1,71;1210;65,00;5,371900826;0,73;67,0;1,83;4;71;1,85;48,83;1,69;0,78;-0,11;11,45;1,06;9,98;1,00;7,48;0,87;48,83;;
S T 2019;Saithe;Tampen;2019;78,84238696;61,63510716;1,307872809;10,02322981;21,47672313;7,417446224;1,896759764;1,789828155;0,116565511;1,331968018;1,001007688;0,870254406;58;1,76;1750;110,00;6,285714286;0,80;70,3;1,85;5;55;1,74;43,31;1,64;0,92;-0,04;15,09;1,18;7,04;0,85;5,21;0,72;43,31;;
S T 2019;Saithe;Tampen;2019;101,1345455;61,02813604;1,549829008;11,2000719;14,27849938;10,52648494;2,004899527;1,785530106;0,190283785;1,154682567;1,049220811;1,022283374;48;1,68;948;53,00;5,5907173;0,75;51,8;1,71;4;52;1,72;31,62;1,50;0,80;-0,10;7,40;0,87;5,80;0,76;5,45;0,74;31,62;;
S T 2019;Saithe;Tampen;2019;146,0806946;77,17060501;1,715143869;17,72532713;20,66867922;25,65976962;2,164592825;1,887451905;0,234300555;1,315312725;1,248594259;1,409252753;55;1,74;1625;64,00;3,938461538;0,60;46,0;1,66;5;67;1,83;35,50;1,55;0,79;-0,10;9,51;0,98;8,15;0,91;11,80;1,07;35,50;;
S T 2019;Saithe;Tampen;2019;62,62316072;41,03619613;1,389993823;12,91452474;10,3268129;6,009954081;1,796734984;1,613167097;0,14301287;1,013966309;1,111078429;0,778871154;49;1,69;1035;76,00;7,342995169;0,87;74,9;1,87;4;47;1,67;30,73;1,49;1,04;0,02;7,73;0,89;9,67;0,99;4,50;0,65;30,73;;
S T 2016;Saithe;Tampen;2016;1010,093677;679,7164244;3,402249517;25,30653509;189,7083729;105,6421328;3,004361653;2,832327764;0,531766161;2,278086499;1,403232687;2,023837161;58;1,76;1590;22,00;1,383647799;0,14;6,1;0,78;5;61;1,79;41,26;1,62;0,21;-0,69;11,52;1,06;1,54;0,19;6,41;0,81;41,26;;
S T 2016;Saithe;Tampen;2016;156,0699655;111,4333779;1,916920724;14,03468673;30,17142896;13,79719839;2,193319334;2,047015296;0,282604153;1,479595879;1,147202723;1,139790909;59;1,77;1860;99,00;5,322580645;0,73;54,8;1,74;3;86;1,93;61,10;1,79;1,05;0,02;16,54;1,22;7,70;0,89;7,57;0,88;61,10;;
S T 2016;Saithe;Tampen;2016;203,0337771;131,8011319;1,776091722;13,09824886;27,18615119;14,49239131;2,307568294;2,11991914;0,24946539;1,434347728;1,117213238;1,161140052;49;1,69;1020;41,00;4,019607843;0,60;42,6;1,63;7;87;1,94;56,19;1,75;0,76;-0,12;11,59;1,06;5,58;0,75;6,18;0,79;56,19;;
S T 2016;Saithe;Tampen;2016;150,153944;116,5933548;1,793359636;9,774379465;25,34857369;12,79259944;2,176536744;2,066673799;0,253667391;1,403953527;0,990089195;1,106958802;49;1,69;980;49,00;5;0,70;47,7;1,68;3;72;1,85;55,57;1,74;0,85;-0,07;12,08;1,08;4,66;0,67;6,10;0,79;55,57;;
S T 2016;Saithe;Tampen;2016;310,8716557;185,0971337;2,262050302;14,62179446;35,3761899;28,75863067;2,492581126;2,267399693;0,354502258;1,548711057;1,165000675;1,458768203;45;1,65;6400;594,00;9,28125;0,97;73,8;1,87;3;229;2,36;136,53;2,14;1,67;0,22;26,09;1,42;10,79;1,03;21,21;1,33;136,53;;
S T 2016;Saithe;Tampen;2016;433,1765969;287,358966;2,382770037;23,69743592;56,36002964;34,7511368;2,636664985;2,458424752;0,37708213;1,750971213;1,374701358;1,540969016;48;1,68;6740;729,00;10,81602374;1,03;70,1;1,85;5;304;2,48;201,55;2,30;1,67;0,22;39,53;1,60;16,62;1,22;24,37;1,39;201,55;;
S T 2016;Saithe;Tampen;2016;124,7713933;92,55381966;1,790063286;11,60368031;21,73730274;8,458967307;2,096115025;1,966394347;0,252868385;1,337205654;1,064595755;0,927317346;49;1,69;1039;41,00;3,946102021;0,60;49,1;1,69;5;61;1,79;45,41;1,66;0,88;-0,06;10,67;1,03;5,69;0,76;4,15;0,62;45,41;;
S T 2016;Saithe;Tampen;2016;125,4825482;85,13570262;2,063323863;14,451533;13,66544241;8,349979329;2,098583329;1,930111725;0,314567401;1,135623696;1,159913919;0,9216854;48;1,68;1043;52,00;4,985618408;0,70;67,7;1,83;5;85;1,93;57,68;1,76;1,40;0,15;9,26;0,97;9,79;0,99;5,66;0,75;57,68;;
S T 2016;Saithe;Tampen;2016;122,5873704;93,80864953;1,825015108;10,54492421;26,03777337;9,847751391;2,088445729;1,972242884;0,261266464;1,415603843;1,023043463;0,993337076;55;1,74;1460;63,00;4,315068493;0,63;45,3;1,66;5;56;1,74;42,51;1,63;0,83;-0,08;11,80;1,07;4,78;0,68;4,46;0,65;42,51;;
S T 2016;Saithe;Tampen;2016;194,7389906;195,0820072;2,161636621;24,24619638;56,20255344;14,08445561;2,289452915;2,290217215;0,334782689;1,749756047;1,384643618;1,148740065;52;1,72;1237;46,00;3,718674212;0,57;56,4;1,75;9;110;2,04;110,08;2,04;1,22;0,09;31,71;1,50;13,68;1,14;7,95;0,90;110,08;;
S T 2016;Saithe;Tampen;2016;114,0539557;70,98435593;2,165664009;16,51054544;10,96869621;8,752271179;2,057110352;1,851162646;0,335591079;1,040155008;1,217761421;0,942120765;44;1,64;725;44,00;6,068965517;0,78;65,2;1,81;5;74;1,87;46,29;1,67;1,41;0,15;7,15;0,85;10,77;1,03;5,71;0,76;46,29;;
S T 2016;Saithe;Tampen;2016;107,9314894;73,26965611;1,898783088;13,63705494;15,02889152;8,943904511;2,03314817;1,864924153;0,278475355;1,17692695;1,13472059;0,951527154;54;1,73;1548;100,00;6,45994832;0,81;68,2;1,83;6;74;1,87;49,98;1,70;1,30;0,11;10,25;1,01;9,30;0,97;6,10;0,79;49,98;;
S T 2016;Saithe;Tampen;2016;72,98599623;60,85687846;1,904281016;10,63501461;14,54702248;6,059947398;1,86323954;1,784309672;0,279731038;1,16277411;1,026738091;0,782468854;47;1,67;936;53,00;5,662393162;0,75;56,7;1,75;3;41;1,62;34,48;1,54;1,08;0,03;8,24;0,92;6,02;0,78;3,43;0,54;34,48;;
S T 2016;Saithe;Tampen;2016;97,08603286;70,19750275;2,173216384;14,16331364;12,44267297;7,53759392;1,987156755;1,846321663;0,337102971;1,094913687;1,151164873;0,877232737;37;1,57;490;28,00;5,714285714;0,76;57,6;1,76;3;56;1,75;40,47;1,61;1,25;0,10;7,17;0,86;8,17;0,91;4,35;0,64;40,47;;
S T 2016;Saithe;Tampen;2016;253,4786282;212,0817151;2,148850144;20,73897214;41,89492898;17,18804878;2,403941348;2,326503227;0,33220613;1,622161458;1,316787228;1,235226578;43;1,63;655;25,00;3,816793893;0,58;26,5;1,42;5;67;1,83;56,15;1,75;0,57;-0,24;11,09;1,04;5,49;0,74;4,55;0,66;56,15;;
S T 2016;Saithe;Tampen;2016;69,09306088;44,25293862;1,971762085;9,759591618;8,531189006;5,171386485;1,839434433;1,645942115;0,294854511;0,931009564;0,989431645;0,713606996;36;1,56;442;25,00;5,656108597;0,75;65,8;1,82;4;45;1,66;29,11;1,46;1,30;0,11;5,61;0,75;6,42;0,81;3,40;0,53;29,11;;
S T 2016;Saithe;Tampen;2016;111,8642222;77,44389956;2,082813288;16,0255239;14,54995161;8,536762976;2,048691207;1,888987213;0,31865034;1,162861549;1,204812236;0,931293223;43;1,63;686;28,00;4,081632653;0,61;51,4;1,71;4;57;1,76;39,77;1,60;1,07;0,03;7,47;0,87;8,23;0,92;4,38;0,64;39,77;;
S T 2016;Saithe;Tampen;2016;271,6346322;180,2221179;1,910103062;18,96891475;36,08764213;19,98436487;2,43398514;2,255808089;0,281056801;1,557358507;1,278042485;1,30069035;44;1,64;827;27,00;3,264812576;0,51;40,2;1,60;5;109;2,04;72,45;1,86;0,77;-0,11;14,51;1,16;7,63;0,88;8,03;0,90;72,45;;
S T 2016;Saithe;Tampen;2016;127,702955;91,46702779;2,07424931;12,60478459;15,82697155;11,46134184;2,106200947;1,961264567;0,316860954;1,199397822;1,100535428;1,059235466;40;1,60;634;30,00;4,731861199;0,68;55,3;1,74;3;71;1,85;50,54;1,70;1,15;0,06;8,75;0,94;6,96;0,84;6,33;0,80;50,54;;
S T 2016;Saithe;Tampen;2016;620,2174491;363,0305151;4,834862429;30,29053309;114,9957417;188,412157;2,79254398;2,559943132;0,684384121;2,060681759;1,481306917;2,275108921;50;1,70;994;15,00;1,509054326;0,18;3,5;0,55;3;22;1,34;12,74;1,11;0,17;-0,77;4,04;0,61;1,06;0,03;6,61;0,82;12,74;;
S T 2016;Saithe;Tampen;2016;165,9340547;123,831415;2,250314131;18,61808098;26,23476372;14,54187203;2,219935526;2,092830835;0,352243147;1,418877157;1,269934915;1,162620318;38;1,58;482;19,00;3,941908714;0,60;43,6;1,64;3;72;1,86;53,95;1,73;0,98;-0,01;11,43;1,06;8,11;0,91;6,34;0,80;53,95;;
S T 2016;Saithe;Tampen;2016;317,5612032;257,8170523;2,272066773;20,90433636;60,06146588;26,68961072;2,501827439;2,411311639;0,356421091;1,778595928;1,320236385;1,426342239;64;1,81;2180;69,00;3,165137615;0,50;48,1;1,68;6;153;2,18;123,97;2,09;1,09;0,04;28,88;1,46;10,05;1,00;12,83;1,11;123,97;;
S T 2016;Saithe;Tampen;2016;386,6768503;242,0665;2,241057547;18,90199869;56,80081517;38,20870691;2,587348172;2,383934691;0,350453009;1,754354568;1,276507729;1,58216234;62;1,79;1885;50,00;2,652519894;0,42;48,9;1,69;5;189;2,28;118,49;2,07;1,10;0,04;27,80;1,44;9,25;0,97;18,70;1,27;118,49;;
S T 2016;Saithe;Tampen;2016;76,0424943;54,67385723;1,911643862;9,518275291;13,84263941;5,800668287;1,881056354;1,737779714;0,281406987;1,141218906;0,978558261;0,763478031;58;1,76;1695;100,00;5,899705015;0,77;65,0;1,81;5;49;1,69;35,51;1,55;1,24;0,09;8,99;0,95;6,18;0,79;3,77;0,58;35,51;;
S T 2016;Saithe;Tampen;2016;328,1015056;284,7345455;2,151308819;23,96853699;72,45570182;37,07163644;2,516008223;2,454440161;0,332702758;1,860072567;1,379641526;1,569041757;54;1,73;1275;36,00;2,823529412;0,45;34,8;1,54;5;114;2,06;99,05;2,00;0,75;-0,13;25,21;1,40;8,34;0,92;12,90;1,11;99,05;;
S T 2013;Saithe;Tampen;2013;168,9442805;114,2893911;1,987701508;18,25459749;24,19664598;28,16904058;2,227743494;2,058005919;0,298351167;1,38375517;1,261372261;1,449772055;69;1,84;3150;150,00;4,761904762;0,68;74,8;1,87;6;126;2,10;85,48;1,93;1,49;0,17;18,10;1,26;13,65;1,14;21,07;1,32;85,48;;
S T 2013;Saithe;Tampen;2013;617,0983781;448,1783416;2,156393267;22,77070304;62,2716972;131,1433623;2,790354405;2,651450865;0,333727967;1,794290702;1,35737644;2,117746314;75;1,88;3875;218,00;5,625806452;0,75;64,4;1,81;5;398;2,60;288,75;2,46;1,39;0,14;40,12;1,60;14,67;1,17;84,49;1,93;288,75;;
S T 2013;Saithe;Tampen;2013;305,0928116;192,3987434;1,982252626;17,99146827;35,38954775;60,74696844;2,484431975;2,284202231;0,297159002;1,548875013;1,255066607;1,783524609;74;1,87;4210;242,00;5,748218527;0,76;78,3;1,89;6;239;2,38;150,61;2,18;1,55;0,19;27,70;1,44;14,08;1,15;47,55;1,68;150,61;;
S T 2013;Saithe;Tampen;2013;173,7880514;97,43712385;1,930258043;10,45260472;19,2582015;35,77965987;2,240019914;1,988724456;0,285615371;1,284615726;1,019224527;1,553636208;64;1,81;2670;198,00;7,415730337;0,87;73,7;1,87;6;128;2,11;71,84;1,86;1,42;0,15;14,20;1,15;7,71;0,89;26,38;1,42;71,84;;
S T 2013;Saithe;Tampen;2013;343,9338918;227,0141455;1,880799603;12,75099938;40,17925748;77,73758002;2,536474974;2,356052919;0,274342525;1,604001907;1,105544225;1,890631017;87;1,94;5900;637,00;10,79661017;1,03;80,8;1,91;11;278;2,44;183,52;2,26;1,52;0,18;32,48;1,51;10,31;1,01;62,84;1,80;183,52;;
S T 2013;Saithe;Tampen;2013;314,7396835;187,4414896;1,801617767;14,23184923;34,09437387;57,93250174;2,497951504;2,272865727;0,255662656;1,532682719;1,153261334;1,762922283;95;1,98;7920;880,00;11,11111111;1,05;78,1;1,89;10;246;2,39;146,35;2,17;1,41;0,15;26,62;1,43;11,11;1,05;45,23;1,66;146,35;;
S T 2013;Saithe;Tampen;2013;276,8152688;191,9480784;1,959576913;17,51912722;29,64193314;76,20969401;2,442190042;2,283183769;0,292162314;1,471906523;1,243512466;1,882010218;86;1,93;7200;955,00;13,26388889;1,12;76,1;1,88;9;211;2,32;146,07;2,16;1,49;0,17;22,56;1,35;13,33;1,12;57,99;1,76;146,07;;
S T 2013;Saithe;Tampen;2013;211,980402;174,3317923;1,968329385;14,85716732;33,93622371;37,42608273;2,326295711;2,241376595;0,294097776;1,530663514;1,171936014;1,573174373;76;1,88;4260;353,00;8,286384977;0,92;75,7;1,88;7;161;2,21;132,01;2,12;1,49;0,17;25,70;1,41;11,25;1,05;28,34;1,45;132,01;;
S T 2013;Saithe;Tampen;2013;342,1988464;259,5718977;2,083565049;17,24435643;45,0286218;70,2625932;2,534278541;2,414257672;0,318807064;1,653488655;1,236646991;1,846724174;88;1,94;7870;664,00;8,437102922;0,93;83,0;1,92;9;284;2,45;215,57;2,33;1,73;0,24;37,40;1,57;14,32;1,16;58,35;1,77;215,57;;
S T 2013;Saithe;Tampen;2013;266,3223461;177,7855338;2,15077981;24,81920273;31,75609038;56,83609027;2,425407608;2,24989642;0,332595951;1,501827029;1,394787826;1,754624195;86;1,93;5570;482,00;8,653500898;0,94;76,5;1,88;8;204;2,31;136,07;2,13;1,65;0,22;24,30;1,39;19,00;1,28;43,50;1,64;136,07;;
S T 2013;Saithe;Tampen;2013;371,6496622;269,9650526;1,896268764;19,09433513;47,50202163;70,93664654;2,570133742;2,431307548;0,277899891;1,676712093;1,280904541;1,850870654;84;1,92;6560;433,00;6,600609756;0,82;77,6;1,89;9;288;2,46;209,53;2,32;1,47;0,17;36,87;1,57;14,82;1,17;55,06;1,74;209,53;;
S T 2013;Saithe;Tampen;2013;207,4357494;159,0989244;2,019552318;12,99265137;32,14670311;39,04152846;2,316883605;2,201667244;0,305255108;1,507136439;1,113697785;1,591526812;70;1,85;3280;229,00;6,981707317;0,84;67,5;1,83;6;140;2,15;107,34;2,03;1,36;0,13;21,69;1,34;8,77;0,94;26,34;1,42;107,34;;
S T 2013;Saithe;Tampen;2013;193,2455262;112,9767977;1,898978054;12,11952173;16,76594727;36,98678582;2,286109448;2,05298926;0,278519946;1,224428096;1,083485482;1,568046592;50;1,70;1140;59,00;5,175438596;0,71;55,1;1,74;3;107;2,03;62,27;1,79;1,05;0,02;9,24;0,97;6,68;0,82;20,39;1,31;62,27;;
S T 2013;Saithe;Tampen;2013;214,6974424;139,8539173;2,383757788;14,78839923;26,3056779;39,30999267;2,331826871;2,145674636;0,377262125;1,420049498;1,169921166;1,594502963;45;1,65;830;28,00;3,373493976;0,53;41,0;1,61;4;88;1,95;57,39;1,76;0,98;-0,01;10,80;1,03;6,07;0,78;16,13;1,21;57,39;;
S T 2013;Saithe;Tampen;2013;324,7555288;238,5254138;2,177561236;26,62597275;41,66902843;46,67039289;2,511556553;2,377534658;0,337970377;1,619813374;1,425305483;1,669041457;51;1,71;1220;39,00;3,196721311;0,50;45,3;1,66;4;147;2,17;108,11;2,03;0,99;-0,01;18,89;1,28;12,07;1,08;21,15;1,33;108,11;;
S T 2013;Saithe;Tampen;2013;540,4097477;359,1716275;1,628629055;24,9057233;96,14600883;111,9390815;2,732723174;2,555302023;0,211822179;1,982931261;1,396299159;2,048981739;47;1,67;860;18,00;2,093023256;0,32;20,4;1,31;4;110;2,04;73,15;1,86;0,33;-0,48;19,58;1,29;5,07;0,71;22,80;1,36;73,15;;
S T 2013;Saithe;Tampen;2013;200,9788575;131,3520199;2,036024854;17,14402148;29,67471462;29,92125904;2,303150373;2,118436756;0,308783075;1,472386551;1,234112702;1,475979864;40;1,60;580;20,00;3,448275862;0,54;33,0;1,52;3;66;1,82;43,35;1,64;0,67;-0,17;9,79;0,99;5,66;0,75;9,87;0,99;43,35;;
S T 2013;Saithe;Tampen;2013;169,1491575;119,366254;2,237774054;20,05283755;21,22855451;27,42246235;2,228269839;2,076881565;0,349816234;1,326920423;1,302175836;1,438106449;41;1,61;630;23,00;3,650793651;0,56;46,5;1,67;3;79;1,90;55,48;1,74;1,04;0,02;9,87;0,99;9,32;0,97;12,75;1,11;55,48;;
S T 2013;Saithe;Tampen;2013;89,4052865;62,10206729;2,222466391;13,43746945;11,55618305;15,37576001;1,951363199;1,793106057;0,346835202;1,062814412;1,12831749;1,186836592;42;1,62;660;43,00;6,515151515;0,81;63,4;1,80;4;57;1,75;39,38;1,60;1,41;0,15;7,33;0,86;8,52;0,93;9,75;0,99;39,38;;
S T 2013;Saithe;Tampen;2013;325,116224;194,7212659;2,136863629;24,19469952;25,96078236;44,25526647;2,512038642;2,289413384;0,329776807;1,414317776;1,383720233;1,64596496;42;1,62;640;19,00;2,96875;0,47;40,2;1,60;3;131;2,12;78,24;1,89;0,86;-0,07;10,43;1,02;9,72;0,99;17,78;1,25;78,24;;
S T 2013;Saithe;Tampen;2013;100,8722666;77,63182557;1,687606176;18,33847002;17,21814726;14,64647819;2,00377178;1,890039799;0,227271106;1,235986418;1,2633631;1,165733209;45;1,65;760;42,00;5,526315789;0,74;67,2;1,83;4;68;1,83;52,20;1,72;1,13;0,05;11,58;1,06;12,33;1,09;9,85;0,99;52,20;;
S T 2013;Saithe;Tampen;2013;406,6464058;305,6825545;1,467787599;32,22360007;68,39637667;57,22474336;2,609216938;2,485270654;0,166663214;1,835033095;1,508174059;1,757583854;42;1,62;610;14,00;2,295081967;0,36;24,2;1,38;3;98;1,99;73,90;1,87;0,35;-0,45;16,53;1,22;7,79;0,89;13,83;1,14;73,90;;
S T 2013;Saithe;Tampen;2013;265,9337323;190,8376267;2,207418309;16,63186741;31,69276329;33,51221452;2,424773429;2,280664007;0,34388464;1,500960107;1,220941014;1,525203127;41;1,61;620;22,00;3,548387097;0,55;42,3;1,63;4;112;2,05;80,72;1,91;0,93;-0,03;13,41;1,13;7,03;0,85;14,17;1,15;80,72;;
S T 2010;Saithe;Tampen;2010;100,6358965;101,702752;3,066935331;11,98147897;29,31115845;28,40062031;2,00275292;2,007332705;0,486704619;1,467032983;1,07851043;1,453327826;77;1,89;4080;518,60;12,71078431;1,10;74,5;1,87;;75;1,87;75,75;1,88;2,28;0,36;21,83;1,34;8,92;0,95;21,15;1,33;75,75;;
S T 2010;Saithe;Tampen;2010;169,8480128;169,8480128;2,807788544;15,45973224;40,82279064;58,88645711;2,23006047;2,23006047;0,448364398;1,61090269;1,189201968;1,770015426;74;1,87;3775;467,00;12,37086093;1,09;76,5;1,88;;130;2,11;130,00;2,11;2,15;0,33;31,25;1,49;11,83;1,07;45,07;1,65;130,00;;
S T 2010;Saithe;Tampen;2010;135,0702427;148,5772669;2,434670324;18,47178645;39,15141257;45,91442078;2,13055968;2,171952365;0,386440162;1,592747436;1,266508899;1,66194911;74;1,87;3655;305,00;8,344733242;0,92;74,0;1,87;;100;2,00;110,00;2,04;1,80;0,26;28,99;1,46;13,68;1,14;33,99;1,53;110,00;;
S T 2010;Saithe;Tampen;2010;102,7352988;105,6883134;2,806290213;14,8849457;26,52902749;33,95546722;2,011719688;2,024026967;0,448132582;1,42372133;1,172747255;1,530909711;73;1,86;4020;562,30;13,98756219;1,15;73,8;1,87;;76;1,88;77,99;1,89;2,07;0,32;19,58;1,29;10,98;1,04;25,06;1,40;77,99;;
S T 2010;Saithe;Tampen;2010;412,5998733;322,343651;3,444940828;20,05977039;69,3397644;152,8073353;2,61552909;2,508319121;0,537181767;1,840982362;1,302325958;2,184144203;108;2,03;11390;1284,00;11,27304653;1,05;77,6;1,89;;320;2,51;250,00;2,40;2,67;0,43;53,78;1,73;15,56;1,19;118,51;2,07;250,00;;
S T 2010;Saithe;Tampen;2010;104,1666723;75,95084557;2,767993126;16,23302196;20,23342585;63,60013452;2,01772879;1,880532613;0,442165007;1,306069422;1,210399376;1,803458034;69;1,84;3200;256,10;8,003125;0,90;66,9;1,83;;70;1,84;50,83;1,71;1,85;0,27;13,54;1,13;10,86;1,04;42,57;1,63;50,83;;
S T 2010;Saithe;Tampen;2010;69,17016661;68,23616883;2,765267888;11,82478824;18,6087519;23,71263476;1,839918822;1,834014635;0,44173721;1,269717246;1,072793372;1,374979812;68;1,83;3150;377,00;11,96825397;1,08;77,0;1,89;;53;1,73;52,56;1,72;2,13;0,33;14,33;1,16;9,11;0,96;18,27;1,26;52,56;;
S T 2010;Saithe;Tampen;2010;135,8205728;149,4695008;2,565306476;18,62978193;40,89675888;43,33613488;2,132965558;2,174552584;0,409139258;1,611688891;1,270207771;1,636850174;73;1,86;4245;431,60;10,16725559;1,01;73,6;1,87;;100;2,00;110,05;2,04;1,89;0,28;30,11;1,48;13,72;1,14;31,91;1,50;110,05;;
S T 2010;Saithe;Tampen;2010;194,2174914;194,2174914;2,8591676;18,40516233;51,26325879;66,05200079;2,28828834;2,28828834;0,456239614;1,709806211;1,264939652;1,819885977;76;1,88;4120;382,20;9,276699029;0,97;72,1;1,86;;140;2,15;140,00;2,15;2,06;0,31;36,95;1,57;13,27;1,12;47,61;1,68;140,00;;
S T 2010;Saithe;Tampen;2010;124,9701314;133,768911;2,840355824;15,01881028;33,18610679;37,11617037;2,096806226;2,126355192;0,45337275;1,520956306;1,176635531;1,569563159;66;1,82;2780;218,00;7,841726619;0,89;68,5;1,84;;86;1,93;91,66;1,96;1,95;0,29;22,74;1,36;10,29;1,01;25,43;1,41;91,66;;
S T 2010;Saithe;Tampen;2010;87,76952945;86,14603476;2,366787147;15,76848694;19,6993797;27,14667097;1,94334377;1,935235292;0,374159202;1,294452551;1,197790023;1,433716579;55;1,74;1640;179,80;10,96341463;1,04;70,6;1,85;;62;1,79;60,85;1,78;1,67;0,22;13,92;1,14;11,14;1,05;19,18;1,28;60,85;;
S T 2010;Saithe;Tampen;2010;79,7246182;79,38362096;2,552967597;14,13179403;22,27035707;25,66407689;1,901592448;1,899730905;0,407045303;1,34772718;1,150197299;1,409325648;52;1,72;1510;140,90;9,331125828;0,97;70,8;1,85;;56;1,75;56,22;1,75;1,81;0,26;15,77;1,20;10,01;1,00;18,18;1,26;56,22;;
S T 2010;Saithe;Tampen;2010;58,13325211;52,64639601;2,772759268;12,68239952;14,44440477;22,22795724;1,764424619;1,721368646;0,442912166;1,15969965;1,10320143;1,346899553;53;1,72;1525;163,50;10,72131148;1,03;71,6;1,85;;42;1,62;37,70;1,58;1,99;0,30;10,34;1,01;9,08;0,96;15,92;1,20;37,70;;
S T 2010;Saithe;Tampen;2010;40,34144264;38,52683146;2,690336955;11,67164101;11,92265702;19,97650941;1,605751425;1,585763293;0,429806677;1,076373051;1,067131921;1,300519604;55;1,74;1800;167,30;9,294444444;0,97;76,5;1,88;;31;1,49;29,48;1,47;2,06;0,31;9,12;0,96;8,93;0,95;15,29;1,18;29,48;;
S T 2010;Saithe;Tampen;2010;66,8137816;58,93014172;2,495695425;14,69050253;17,67572265;31,0109964;1,824866053;1,770337486;0,397191583;1,247377178;1,167036652;1,491515721;49;1,69;1200;88,30;7,358333333;0,87;62,4;1,80;;42;1,62;36,77;1,57;1,56;0,19;11,03;1,04;9,17;0,96;19,35;1,29;36,77;;
S T 2010;Saithe;Tampen;2010;82,33405792;73,22205026;2,475593593;13,87369159;21,10800225;36,33393336;1,915579521;1,864641885;0,39367935;1,324447132;1,142192036;1,560312415;49;1,69;1220;83,10;6,81147541;0,83;57,4;1,76;;47;1,67;42,00;1,62;1,42;0,15;12,11;1,08;7,96;0,90;20,84;1,32;42,00;;
S T 2010;Saithe;Tampen;2010;90,29529158;85,56850729;2,38888185;13,5239724;20,68007177;29,3886118;1,955665105;1,932313956;0,378194671;1,315552042;1,131104276;1,468179072;54;1,73;1600;105,00;6,5625;0,82;67,6;1,83;;61;1,79;57,88;1,76;1,62;0,21;13,99;1,15;9,15;0,96;19,88;1,30;57,88;;
S T 2010;Saithe;Tampen;2010;99,24227624;108,9614437;2,577732131;18,82853333;28,75368087;30,65065444;1,996696717;2,037272849;0,411237785;1,458693448;1,274816492;1,486439752;53;1,72;1700;147,00;8,647058824;0,94;73,7;1,87;;73;1,86;80,31;1,90;1,90;0,28;21,19;1,33;13,88;1,14;22,59;1,35;80,31;;
S T 2010;Saithe;Tampen;2010;259,5360283;188,620443;2,975520298;19,08928569;38,59352766;67,49355924;2,414197654;2,27558876;0,473562917;1,586514477;1,280789678;1,829262331;41;1,61;720;22,50;3,125;0,49;46,2;1,66;;120;2,08;87,21;1,94;1,38;0,14;17,84;1,25;8,83;0,95;31,21;1,49;87,21;;
S T 2010;Saithe;Tampen;2010;143,5650394;99,49872699;2,993430052;18,05754895;27,60591743;47,67102159;2,157048694;1,997817524;0,476169114;1,441002185;1,256658801;1,678254459;38;1,58;595;15,20;2,554621849;0,41;31,0;1,49;;45;1,65;30,85;1,49;0,93;-0,03;8,56;0,93;5,60;0,75;14,78;1,17;30,85;;
S T 2010;Saithe;Tampen;2010;192,0394861;152,9075983;2,444739856;17,20905917;29,85931731;62,09298521;2,283390535;2,184429067;0,388232653;1,475079874;1,235757128;1,79304254;45;1,65;895;35,00;3,910614525;0,59;52,0;1,72;;100;2,00;79,50;1,90;1,27;0,10;15,52;1,19;8,95;0,95;32,28;1,51;79,50;;
S T 2010;Saithe;Tampen;2010;73,77992877;63,0506894;3,131485416;15,2846925;16,82206237;37,91091896;1,867938232;1,79968984;0,495750393;1,225879239;1,184256706;1,578764312;53;1,72;1755;163,00;9,287749288;0,97;74,9;1,87;;55;1,74;47,20;1,67;2,34;0,37;12,59;1,10;11,44;1,06;28,38;1,45;47,20;;
S T 2010;Saithe;Tampen;2010;95,32122549;100,600718;2,724777546;14,28627684;26,25051672;36,87796805;1,979189617;2,00260108;0,435331052;1,419137857;1,154919062;1,566766984;69;1,84;3710;416,00;11,21293801;1,05;77,3;1,89;;74;1,87;77,80;1,89;2,11;0,32;20,30;1,31;11,05;1,04;28,52;1,46;77,80;;
S T 2010;Saithe;Tampen;2010;127,6779855;133,5936307;3,1672546;22,78085122;36,26174357;44,04978191;2,106116022;2,125785753;0,500682976;1,559448682;1,357569948;1,643943763;66;1,82;3035;298,00;9,81878089;0,99;73,4;1,87;;94;1,97;98,02;1,99;2,32;0,37;26,61;1,42;16,71;1,22;32,32;1,51;98,02;;
