Year/species/area;Species;Area;Year;PCB7 l.w.;SDDT l.w.;SHCH l.w.;HCB l.w.;TNC l.w.;SPBDE l.w.;Log PCB7 LW;Log DDT LW;Log HCH LW;Log TNC LW;Log HCB LW;Log PBDE LW;Hel lengde, cm;Log(Length);Hel vekt, g;Lever vekt, g;LSI %;Log LSI;Fettinnhold, %;Log fett;Alder, y;PCB7, µg/kg ww;Log PCB7 ww;DDT ww1;Log DDT ww;HCH ww;Log HCH ww;TNC ww;Log TNC ww;HCB ww;Log HCB ww;PBDE ww;Log PBDE ww;DDT ww10;Var18;Var19
C Eb 2011;Cod;Egersund Bank;2011;816,1232957;427,9273753;3,903874059;32,88402499;68,86125877;69,73459648;2,911755775;2,63137007;0,591495799;1,837974957;1,51698497;1,843448292;56;1,75;1685;25,00;1,483679525;0,17;33,7;1,53;;275;2,44;144,34;2,16;1,32;0,12;23,23;1,37;11,09;1,05;23,52;1,37;144,34;;
C Eb 2011;Cod;Egersund Bank;2011;1091,175486;492,9135478;2,347329199;26,02529294;76,15708112;50,09402104;3,037894601;2,692770755;0,370574001;1,88171029;1,415395627;1,699785894;61;1,79;2040;29,00;1,421568627;0,15;24,4;1,39;;266;2,43;120,27;2,08;0,57;-0,24;18,58;1,27;6,35;0,80;12,22;1,09;120,27;;
C Eb 2011;Cod;Egersund Bank;2011;885,3980982;377,8125564;2,329650415;20,72134023;61,87486032;81,3737072;2,947138585;2,577276387;0,367290756;1,791514232;1,316417841;1,910484102;58;1,76;1730;24,00;1,387283237;0,14;26,5;1,42;;234;2,37;99,96;2,00;0,62;-0,21;16,37;1,21;5,48;0,74;21,53;1,33;99,96;;
C Eb 2011;Cod;Egersund Bank;2011;664,7109514;370,8227062;4,865631443;35,27890748;58,30956297;44,86884085;2,822632834;2,569166319;0,687139209;1,765739786;1,547515127;1,65194485;47;1,67;895;13,00;1,452513966;0,16;31,2;1,49;;208;2,32;115,82;2,06;1,52;0,18;18,21;1,26;11,02;1,04;14,01;1,15;115,82;;
C Eb 2008;Cod;Egersund Bank;2008;730,2751838;194,8523772;1,76788771;13,45080739;;68,36992439;2,863486543;2,289705709;0,247454677;;1,128748354;1,8348651;61;1,79;2215;50,00;2,257336343;0,35;34,6;1,54;4;253;2,40;67,43;1,83;0,61;-0,21;;;4,65;0,67;23,66;1,37;67,43;;
C Eb 2008;Cod;Egersund Bank;2008;841,4729195;198,2974169;1,812837964;18,65649439;;81,41447547;2,925040144;2,297317057;0,258358987;;1,270830042;1,910701629;51;1,71;1316;16,00;1,215805471;0,08;20,3;1,31;3;171;2,23;40,31;1,61;0,37;-0,43;;;3,79;0,58;16,55;1,22;40,31;;
C Eb 2008;Cod;Egersund Bank;2008;725,4808643;155,0997031;1,928829876;10,64611733;;63,27966679;2,860625962;2,190610966;0,285293924;;1,027191248;1,801264184;50;1,70;1263;20,00;1,583531275;0,20;23,7;1,38;3;172;2,24;36,81;1,57;0,46;-0,34;;;2,53;0,40;15,02;1,18;36,81;;
C Eb 2008;Cod;Egersund Bank;2008;788,8183406;215,5363238;1,727317706;18,26142261;;84,10393782;2,896977;2,333520471;0,237372225;;1,261534607;1,92481633;47;1,67;1048;22,00;2,099236641;0,32;15,9;1,20;3;126;2,10;34,37;1,54;0,28;-0,56;;;2,91;0,46;13,41;1,13;34,37;;
C Eb 2008;Cod;Egersund Bank;2008;278,9024931;95,13243714;1,833183631;13,60958076;;35,57952623;2,445452396;1,978328623;0,263205971;;1,133844747;1,551200161;56;1,75;1642;50,00;3,045066991;0,48;54,8;1,74;3;153;2,18;52,14;1,72;1,00;0,00;;;7,46;0,87;19,50;1,29;52,14;;
C Eb 2008;Cod;Egersund Bank;2008;201,9993927;58,5315587;2,160424174;9,757759139;;18,94060482;2,305350064;1,76739009;0,334539028;;0,989350094;1,277393843;58;1,76;1744;66,00;3,78440367;0,58;53,6;1,73;3;108;2,03;31,37;1,50;1,16;0,06;;;5,23;0,72;10,15;1,01;31,37;;
C Eb 2008;Cod;Egersund Bank;2008;196,4263482;62,90843299;2,26858005;11,53391784;;22,93697787;2,293199743;1,798708867;0,355754109;;1,061976853;1,360536196;44;1,64;892;46,00;5,156950673;0,71;50,8;1,71;3;100;2,00;31,98;1,50;1,15;0,06;;;5,86;0,77;11,66;1,07;31,98;;
C Eb 2008;Cod;Egersund Bank;2008;221,4665757;65,34447793;2,585943864;10,75682413;;27,72247914;2,345308191;1,815208893;0,412619093;;1,031684068;1,442832065;44;1,64;860;33,00;3,837209302;0,58;49,5;1,69;3;110;2,04;32,32;1,51;1,28;0,11;;;5,32;0,73;13,71;1,14;32,32;;
C Eb 2008;Cod;Egersund Bank;2008;128,0282491;53,65183051;2,337587064;9,51386729;;20,92450854;2,107305806;1,729584544;0,368767795;;0,978357089;1,320655266;41;1,61;676;36,00;5,325443787;0,73;61,7;1,79;3;79;1,90;33,13;1,52;1,44;0,16;;;5,87;0,77;12,92;1,11;33,13;;
C Eb 2008;Cod;Egersund Bank;2008;523,7503284;175,2447194;3,025779912;13,94859862;;63,7324576;2,719124308;2,24364494;0,480837335;;1,144530577;1,804360666;64;1,81;2700;80,00;2,962962963;0,47;35,8;1,55;4;187;2,27;62,69;1,80;1,08;0,03;;;4,99;0,70;22,80;1,36;62,69;;
C Eb 2008;Cod;Egersund Bank;2008;190,1306733;74,69748218;2,281596077;11,03526448;;28,07316261;2,279052186;1,873305963;0,358238761;;1,042782746;1,448291341;40;1,60;623;30,00;4,81540931;0,68;54,0;1,73;2;103;2,01;40,36;1,61;1,23;0,09;;;5,96;0,78;15,17;1,18;40,36;;
C Eb 2008;Cod;Egersund Bank;2008;264,4257065;91,69561499;2,208895633;12,7017112;;30,66049354;2,422303673;1,962348568;0,344175197;;1,103862234;1,486579141;62;1,79;2562;95,00;3,708040593;0,57;49,3;1,69;4;130;2,12;45,22;1,66;1,09;0,04;;;6,26;0,80;15,12;1,18;45,22;;
C Eb 2008;Cod;Egersund Bank;2008;135,3276087;47,07489594;2,259103157;10,47363171;;19,69982411;2,131386408;1,672789369;0,353936063;;1,020097298;1,294462349;35;1,54;538;22,00;4,089219331;0,61;54,7;1,74;2;74;1,87;25,76;1,41;1,24;0,09;;;5,73;0,76;10,78;1,03;25,76;;
C Eb 2008;Cod;Egersund Bank;2008;197,1932024;61,00734033;2,191504192;9,65672137;;26,58433822;2,29489194;1,785382092;0,340742306;;0,984829701;1,424625854;36;1,56;501;30,00;5,988023952;0,78;52,9;1,72;2;104;2,02;32,29;1,51;1,16;0,06;;;5,11;0,71;14,07;1,15;32,29;;
C Eb 2008;Cod;Egersund Bank;2008;945,3626199;226,1533811;3,483509807;14,63795616;;81,98790448;2,975598426;2,354403085;0,542017038;;1,165480442;1,913749786;54;1,73;1500;22,00;1,466666667;0,17;7,7;0,89;3;73;1,86;17,41;1,24;0,27;-0,57;;;1,13;0,05;6,31;0,80;17,41;;
C Eb 2008;Cod;Egersund Bank;2008;1286,111594;352,4002522;2,33408135;20,31465964;;149,1231501;3,109278653;2,547036211;0,368115988;;1,30780955;2,173545069;49;1,69;1006;18,00;1,789264414;0,25;12,3;1,09;3;158;2,20;43,17;1,64;0,29;-0,54;;;2,49;0,40;18,27;1,26;43,17;;
C Eb 2008;Cod;Egersund Bank;2008;917,3689446;217,5022028;0;13,48484814;;61,12811222;2,962544034;2,33746366;;;1,12984606;1,786240984;48;1,68;1062;15,00;1,412429379;0,15;4,9;0,69;3;45;1,65;10,64;1,03;0,00;;;;0,66;-0,18;2,99;0,48;10,64;;
C Eb 2008;Cod;Egersund Bank;2008;865,630878;231,2706047;2,180083198;12,32964818;;71,01053168;2,93733274;2,364120436;0,338473068;;1,090950684;1,851322764;33;1,52;1334;22,00;1,649175412;0,22;17,1;1,23;2;148;2,17;39,47;1,60;0,37;-0,43;;;2,10;0,32;12,12;1,08;39,47;;
C Eb 2008;Cod;Egersund Bank;2008;1025,534434;273,0881593;2,073824175;12,95704566;;83,75369208;3,010950247;2,43630287;0,316771933;;1,112505989;1,923003961;51;1,71;1427;26,00;1,822004205;0,26;22,2;1,35;3;228;2,36;60,61;1,78;0,46;-0,34;;;2,88;0,46;18,59;1,27;60,61;;
C Eb 2008;Cod;Egersund Bank;2008;1258,782551;352,8652067;0;13,86156511;;85,99547128;3,099950714;2,547608838;;;1,141812269;1,934475581;54;1,73;1529;18,00;1,177240026;0,07;9,1;0,96;3;115;2,06;32,25;1,51;0,00;;;;1,27;0,10;7,86;0,90;32,25;;
C Eb 2008;Cod;Egersund Bank;2008;1092,126238;282,2879593;0;11,23212335;;102,2316217;3,038272841;2,450692354;;;1,050461864;2,00958525;48;1,68;1040;16,00;1,538461538;0,19;8,5;0,93;3;93;1,97;24,05;1,38;0,00;;;;0,96;-0,02;8,71;0,94;24,05;;
C Eb 2008;Cod;Egersund Bank;2008;176,4862455;91,86505511;2,038834671;14,51695448;;44,57352688;2,246710864;1,96315034;0,30938201;;1,161875515;1,649076999;39;1,59;637;17,00;2,668759812;0,43;40,8;1,61;2;72;1,86;37,51;1,57;0,83;-0,08;;;5,93;0,77;18,20;1,26;37,51;;
C Eb 2008;Cod;Egersund Bank;2008;173,2681182;72,03957758;1,610247648;11,3966502;;30,24208046;2,238718659;1,857571158;0,206892674;;1,056777218;1,480611665;43;1,63;927;30,00;3,236245955;0,51;49,1;1,69;2;85;1,93;35,35;1,55;0,79;-0,10;;;5,59;0,75;14,84;1,17;35,35;;
C Eb 2008;Cod;Egersund Bank;2008;491,728808;204,5642791;1,057058303;17,2210041;;44,22899912;2,691725652;2,3108298;0,024098942;;1,23605847;1,645707112;88;1,94;6475;198,00;3,057915058;0,49;36,5;1,56;4;179;2,25;74,65;1,87;0,39;-0,41;;;6,28;0,80;16,14;1,21;74,65;;
C Eb 2005;Cod;Egersund Bank;2005;240,8418367;86,31558392;1,63985036;12,79167235;18,8224607;;2,38173193;1,936089213;0,21480422;1,274676399;1,106927327;;43;1,63;736;15,00;2,038043478;0,31;43,2;1,64;2;104;2,02;37,28;1,57;0,71;-0,15;8,13;0,91;5,52;0,74;;;37,28;;
C Eb 2005;Cod;Egersund Bank;2005;1547,567313;348,6354366;3,438106832;21,34940372;73,01178478;;3,189649548;2,542371528;0,536319367;1,863392965;1,32938575;;44;1,64;785;11,00;1,401273885;0,15;21,0;1,32;2;324;2,51;73,07;1,86;0,72;-0,14;15,30;1,18;4,47;0,65;;;73,07;;
C Eb 2005;Cod;Egersund Bank;2005;325,0718554;117,6862685;3,014105849;11,01253552;35,80224972;;2,51197937;2,070725793;0,4791585;1,553910317;1,041887322;;40;1,60;615;12,00;1,951219512;0,29;31,2;1,49;1;101;2,01;36,66;1,56;0,94;-0,03;11,15;1,05;3,43;0,54;;;36,66;;
C Eb 2005;Cod;Egersund Bank;2005;209,7238326;67,71351433;2,985197087;13,46018385;16,14416625;;2,321647786;1,830675354;0,474973009;1,208015621;1,129050992;;52;1,72;1430;66,00;4,615384615;0,66;63,6;1,80;3;133;2,12;43,03;1,63;1,90;0,28;10,26;1,01;8,55;0,93;;;43,03;;
C Eb 2005;Cod;Egersund Bank;2005;257,399816;96,38241926;4,342883081;19,55549984;24,67371776;;2,410608232;1,983997823;0,637778138;1,392234593;1,291268921;;39;1,59;509;16,00;3,143418468;0,50;54,7;1,74;2;141;2,15;52,73;1,72;2,38;0,38;13,50;1,13;10,70;1,03;;;52,73;;
C Eb 2005;Cod;Egersund Bank;2005;546,8448626;118,925145;3,313045306;14,62851885;37,70798018;;2,737864136;2,07527369;0,520227375;1,57643327;1,165200356;;48;1,68;1160;31,00;2,672413793;0,43;46,1;1,66;3;252;2,40;54,84;1,74;1,53;0,18;17,39;1,24;6,75;0,83;;;54,84;;
C Eb 2005;Cod;Egersund Bank;2005;309,8175387;108,9902388;2,972522643;14,56681292;18,50243595;;2,491105999;2,037387604;0,473125171;1,26722891;1,163364543;;55;1,74;1710;66,00;3,859649123;0,59;65,6;1,82;3;203;2,31;71,48;1,85;1,95;0,29;12,13;1,08;9,55;0,98;;;71,48;;
C Eb 2005;Cod;Egersund Bank;2005;224,1218026;77,16362977;2,267172149;15,8973106;14,91476169;;2,350484107;1,887412649;0,355484498;1,173616319;1,20132366;;44;1,64;815;23,00;2,82208589;0,45;49,8;1,70;2;112;2,05;38,43;1,58;1,13;0,05;7,43;0,87;7,92;0,90;;;38,43;;
C Eb 2005;Cod;Egersund Bank;2005;447,0950901;208,4367152;3,628222782;19,0306167;34,28765326;;2,650399901;2,31897422;0,559693946;1,535137762;1,279452862;;50;1,70;1085;30,00;2,764976959;0,44;49,5;1,69;3;221;2,35;103,22;2,01;1,80;0,25;16,98;1,23;9,42;0,97;;;103,22;;
C Eb 2005;Cod;Egersund Bank;2005;354,5186005;121,3268864;2,68108043;18,63478287;28,25318115;;2,549639026;2,083957053;0,428309843;1,451067354;1,270324337;;33;1,52;357;6,80;1,904761905;0,28;31,2;1,49;1;111;2,04;37,89;1,58;0,84;-0,08;8,82;0,95;5,82;0,76;;;37,89;;
C Eb 2005;Cod;Egersund Bank;2005;147,6434399;67,14980883;3,144688958;16,41300727;14,56198906;;2,169214155;1,827044781;0,497577696;1,1632207;1,215188162;;61;1,79;2700;104,00;3,851851852;0,59;68,3;1,83;4;101;2,00;45,88;1,66;2,15;0,33;9,95;1,00;11,22;1,05;;;45,88;;
C Eb 2005;Cod;Egersund Bank;2005;498,4178079;175,1351103;2,697105114;14,85114714;32,01309458;;2,697593551;2,24337322;0,430897872;1,505327658;1,171760001;;48;1,68;1390;27,00;1,942446043;0,29;31,6;1,50;2;157;2,20;55,26;1,74;0,85;-0,07;10,10;1,00;4,69;0,67;;;55,26;;
C Eb 2005;Cod;Egersund Bank;2005;135,9585071;61,66652007;2,081621122;15,65873065;11,97028898;;2,133406387;1,790049441;0,318401686;1,078104635;1,194756554;;38;1,58;682;28,00;4,105571848;0,61;59,2;1,77;2;80;1,91;36,48;1,56;1,23;0,09;7,08;0,85;9,26;0,97;;;36,48;;
C Eb 2005;Cod;Egersund Bank;2005;266,3131944;106,1812866;2,487876663;16,78964415;18,4621754;;2,425392684;2,026047984;0,395828846;1,266282873;1,225041492;;47;1,67;1005;20,30;2,019900498;0,31;46,9;1,67;2;125;2,10;49,80;1,70;1,17;0,07;8,66;0,94;7,87;0,90;;;49,80;;
C Eb 2005;Cod;Egersund Bank;2005;188,4208196;70,56337573;2,151757328;15,28399174;13,35913691;;2,275128889;1,848579349;0,332793291;1,125778401;1,184236794;;47;1,67;1160;41,00;3,534482759;0,55;52,7;1,72;2;99;2,00;37,17;1,57;1,13;0,05;7,04;0,85;8,05;0,91;;;37,17;;
C Eb 2005;Cod;Egersund Bank;2005;478,6813601;255,2252046;2,814682496;21,28465307;36,03423948;;2,680046516;2,406923561;0,449429412;1,55671536;1,328066576;;53;1,72;1420;54,00;3,802816901;0,58;47,4;1,68;3;227;2,36;120,90;2,08;1,33;0,12;17,07;1,23;10,08;1,00;;;120,90;;
C Eb 2005;Cod;Egersund Bank;2005;264,868022;112,726475;2,74170242;19,8494097;22,03194766;;2,423029528;2,052025927;0,438020315;1,343052891;1,297747596;;48;1,68;1200;36,00;3;0,48;54,6;1,74;2;145;2,16;61,57;1,79;1,50;0,18;12,03;1,08;10,84;1,04;;;61,57;;
C Eb 2005;Cod;Egersund Bank;2005;424,5242816;195,3277452;3,254309561;15,38578773;21,29707283;;2,627902536;2,290763937;0,512458862;1,328319916;1,187119737;;93;1,97;8882;600,00;6,755235307;0,83;56,9;1,75;6;241;2,38;111,08;2,05;1,85;0,27;12,11;1,08;8,75;0,94;;;111,08;;
C Eb 2005;Cod;Egersund Bank;2005;223,0094203;88,40567882;2,016498411;16,11222582;17,26775452;;2,348323209;1,946480163;0,304597884;1,237235866;1,20715554;;50;1,70;1420;54,00;3,802816901;0,58;63,9;1,81;2;142;2,15;56,45;1,75;1,29;0,11;11,03;1,04;10,29;1,01;;;56,45;;
C Eb 2005;Cod;Egersund Bank;2005;193,773296;73,12604671;3,226194636;16,564633;19,06915022;;2,287293926;1,864072096;0,508690565;1,28033134;1,219181818;;48;1,68;1270;37,00;2,913385827;0,46;57,4;1,76;2;111;2,05;41,99;1,62;1,85;0,27;10,95;1,04;9,51;0,98;;;41,99;;
C Eb 2005;Cod;Egersund Bank;2005;225,8190857;108,2049823;2,433555852;21,22935403;20,20669774;;2,353760645;2,034247258;0,386241318;1,305495345;1,32693678;;48;1,68;1600;34,00;2,125;0,33;56,4;1,75;3;127;2,10;61,01;1,79;1,37;0,14;11,39;1,06;11,97;1,08;;;61,01;;
C Eb 2005;Cod;Egersund Bank;2005;743,3988481;450,1467149;3,20958926;18,4310693;49,12305279;;2,871221884;2,653354085;0,506449458;1,691285349;1,265550532;;90;1,95;8740;506,00;5,789473684;0,76;57,9;1,76;6;430;2,63;260,41;2,42;1,86;0,27;28,42;1,45;10,66;1,03;;;260,41;;
C Eb 2005;Cod;Egersund Bank;2005;165,8351179;60,650836;1,934605081;10,79528381;10,34073032;;2,219676504;1,782836791;0,286592324;1,014551212;1,033234064;;41;1,61;733;32,00;4,365620737;0,64;59,9;1,78;2;99;2,00;36,32;1,56;1,16;0,06;6,19;0,79;6,46;0,81;;;36,32;;
C Eb 2005;Cod;Egersund Bank;2005;537,7016851;178,2014454;2,796309029;23,79967409;38,73263756;;2,730541398;2,250911222;0,446585165;1,588077072;1,37657101;;52;1,72;1460;25,00;1,712328767;0,23;37,5;1,57;3;202;2,30;66,86;1,83;1,05;0,02;14,53;1,16;8,93;0,95;;;66,86;;
C Eb 2005;Cod;Egersund Bank;2005;326,6659848;158,5178818;3,15343956;17,42986709;20,29150426;;2,514103914;2,20007826;0,498784512;1,307314243;1,241294075;;70;1,85;3300;145,00;4,393939394;0,64;65,5;1,82;5;214;2,33;103,77;2,02;2,06;0,31;13,28;1,12;11,41;1,06;;;103,77;;
C T 2019;Cod;Tampen;2019;218,5666367;81,81677766;1,302059365;16,62414102;17,45730957;24,1730964;2,339583869;1,912842371;0,114630786;1,241977313;1,220739214;1,383332284;83;1,92;5420;155,00;2,859778598;0,46;53,5;1,73;;117;2,07;43,80;1,64;0,70;-0,16;9,35;0,97;8,90;0,95;12,94;1,11;43,80;;
C T 2019;Cod;Tampen;2019;196,0575908;61,55194657;1,352359645;15,93803071;21,90500086;21,27144225;2,292383662;1,789241792;0,131092203;1,340543275;1,202434659;1,327796937;59;1,77;2005;41,00;2,044887781;0,31;43,4;1,64;;85;1,93;26,72;1,43;0,59;-0,23;9,51;0,98;6,92;0,84;9,23;0,97;26,72;;
C T 2019;Cod;Tampen;2019;292,0318487;71,53964563;1,798687783;16,85708982;29,65999447;26,59692298;2,465430218;1,854546785;0,254955785;1,472171066;1,226782601;1,424831396;59;1,77;2080;31,00;1,490384615;0,17;24,5;1,39;;72;1,85;17,54;1,24;0,44;-0,36;7,27;0,86;4,13;0,62;6,52;0,81;17,54;;
C T 2019;Cod;Tampen;2019;395,4934232;105,8817843;1,51427662;21,70581923;38,75122946;35,2381077;2,597139266;2,024821251;0,180205217;1,588285486;1,336576182;1,547012579;55;1,74;1655;22,00;1,329305136;0,12;28,1;1,45;;111;2,05;29,72;1,47;0,43;-0,37;10,88;1,04;6,09;0,78;9,89;1,00;29,72;;
C T 2019;Cod;Tampen;2019;97,40997486;30,13979222;1,425758456;10,01738565;6,02661021;13,2312407;1,988603431;1,479140254;0,154045956;0,780073103;1,000754394;1,12160057;38;1,58;495;16,00;3,232323232;0,51;59,3;1,77;;58;1,76;17,88;1,25;0,85;-0,07;3,58;0,55;5,94;0,77;7,85;0,89;17,88;;
C T 2019;Cod;Tampen;2019;98,87305772;37,39324114;1,122621176;10,82453997;11,53519007;11,99694098;1,995077965;1,57279311;0,05023323;1,062024755;1,034409448;1,079070522;62;1,79;2710;;3,726937269;0,57;58,3;1,77;;58;1,76;21,78;1,34;0,65;-0,18;6,72;0,83;6,31;0,80;6,99;0,84;21,78;;
C T 2016;Cod;Tampen;2016;305,2294675;172,4429567;5,100270709;23,93053639;45,11480356;24,63544979;2,484626459;2,236645461;0,707593228;1,654319071;1,378952433;1,391560496;78;1,89;4685;111,00;2,369263607;0,37;49,3;1,69;4;151;2,18;85,05;1,93;2,52;0,40;22,25;1,35;11,80;1,07;12,15;1,08;85,05;;
C T 2016;Cod;Tampen;2016;829,6073124;398,1155275;3,859516307;20,3782072;106,6136028;67,71133786;2,918872571;2,600009117;0,58653288;2,02781262;1,309165974;1,830661395;54;1,73;1645;18,00;1,094224924;0,04;8,7;0,94;3;72;1,86;34,47;1,54;0,33;-0,48;9,23;0,97;1,76;0,25;5,86;0,77;34,47;;
C T 2016;Cod;Tampen;2016;682,7346711;404,9872501;3,576591549;20,69771019;102,6487988;51,83772845;2,834251958;2,607441351;0,553469346;2,011353872;1,315922302;1,714645962;58;1,76;1810;27,00;1,491712707;0,17;19,6;1,29;3;134;2,13;79,39;1,90;0,70;-0,15;20,12;1,30;4,06;0,61;10,16;1,01;79,39;;
C T 2016;Cod;Tampen;2016;344,6303163;166,488372;3,564154106;18,54859495;43,81456334;20,6011058;2,537353479;2,221383906;0,551956474;1,641618488;1,268311018;1,313890533;73;1,86;4030;132,00;3,275434243;0,52;44,8;1,65;4;154;2,19;74,57;1,87;1,60;0,20;19,62;1,29;8,31;0,92;9,23;0,97;74,57;;
C T 2016;Cod;Tampen;2016;308,7656266;157,6905667;4,508386713;18,24850695;47,28875688;23,58456724;2,489628946;2,197805714;0,654021161;1,674757898;1,261227337;1,372627912;72;1,86;3910;86,00;2,199488491;0,34;49,6;1,70;4;153;2,19;78,29;1,89;2,24;0,35;23,48;1,37;9,06;0,96;11,71;1,07;78,29;;
C T 2016;Cod;Tampen;2016;341,5813765;175,8491477;4,125169874;20,73785016;45,99926572;27,15741718;2,533494184;2,245140268;0,615441837;1,662750899;1,316763732;1,433888464;59;1,77;2240;53,00;2,366071429;0,37;50,4;1,70;3;172;2,24;88,63;1,95;2,08;0,32;23,18;1,37;10,45;1,02;13,69;1,14;88,63;;
C T 2016;Cod;Tampen;2016;172,6762323;107,6428175;3,74153803;27,44910927;32,81566662;17,11068131;2,237232564;2,031985057;0,573050164;1,516081231;1,438528256;1,233267303;57;1,76;1990;49,00;2,462311558;0,39;54,4;1,74;3;94;1,97;58,53;1,77;2,03;0,31;17,84;1,25;14,93;1,17;9,30;0,97;58,53;;
C T 2016;Cod;Tampen;2016;307,5259967;174,7622327;3,831770091;27,52367952;50,47155149;29,19564151;2,487881835;2,242447585;0,583399443;1,703046655;1,439706492;1,465318022;56;1,75;1610;26,00;1,614906832;0,21;38,0;1,58;3;117;2,07;66,48;1,82;1,46;0,16;19,20;1,28;10,47;1,02;11,11;1,05;66,48;;
C T 2016;Cod;Tampen;2016;282,9202491;137,2715089;3,939660393;22,15101109;44,80977537;21,17203993;2,451664032;2,137580407;0,595458786;1,651372767;1,345393555;1,325762704;69;1,84;3140;95,00;3,025477707;0,48;52,7;1,72;4;149;2,17;72,34;1,86;2,08;0,32;23,61;1,37;11,67;1,07;11,16;1,05;72,34;;
C T 2016;Cod;Tampen;2016;242,5284637;132,6791379;4,777386316;15,74521498;34,70684273;20,66449214;2,384762716;2,122802641;0,679190361;1,540415108;1,197148595;1,315224736;79;1,90;4880;183,00;3,75;0,57;55,8;1,75;4;135;2,13;74,10;1,87;2,67;0,43;19,38;1,29;8,79;0,94;11,54;1,06;74,10;;
C T 2016;Cod;Tampen;2016;190,4327083;125,4050958;4,80704853;25,93105736;33,82011659;14,76607194;2,279741544;2,098315184;0,681878507;1,5291751;1,413820226;1,16926498;61;1,79;2730;98,00;3,58974359;0,56;52,4;1,72;3;100;2,00;65,67;1,82;2,52;0,40;17,71;1,25;13,58;1,13;7,73;0,89;65,67;;
C T 2016;Cod;Tampen;2016;493,4373151;314,7178907;4,415436013;27,19614256;71,19208228;38,22963628;2,693231989;2,497921432;0,644973596;1,852431696;1,434507309;1,582400166;68;1,83;3395;115,00;3,387334315;0,53;52,0;1,72;4;257;2,41;163,67;2,21;2,30;0,36;37,02;1,57;14,14;1,15;19,88;1,30;163,67;;
C T 2016;Cod;Tampen;2016;122,3822822;80,53022279;5,128217632;20,66602683;24,40696811;11,90224833;2,087718548;1,905958901;0,709966448;1,387513834;1,315256989;1,075629007;53;1,72;1445;57,50;3,979238754;0,60;63,6;1,80;2;78;1,89;51,25;1,71;3,26;0,51;15,53;1,19;13,15;1,12;7,57;0,88;51,25;;
C T 2016;Cod;Tampen;2016;586,0760621;303,875324;5,087988731;26,36366765;54,23957956;38,66666784;2,767953983;2,482695435;0,706546141;1,734316314;1,421005828;1,587336748;98;1,99;9455;443,00;4,685351666;0,67;69,2;1,84;7;406;2,61;210,38;2,32;3,52;0,55;37,55;1,57;18,25;1,26;26,77;1,43;210,38;;
C T 2016;Cod;Tampen;2016;171,0902915;71,30796798;4,04502222;11,21175666;14,97792518;16,4775765;2,233225366;1,853138061;0,606920912;1,175451657;1,049673663;1,216893337;67;1,83;3140;193,00;6,146496815;0,79;66,8;1,83;3;114;2,06;47,67;1,68;2,70;0,43;10,01;1,00;7,49;0,87;11,01;1,04;47,67;;
C T 2016;Cod;Tampen;2016;218,1591568;102,4000324;3,053929337;19,76883543;27,64281317;22,94076556;2,338773446;2,010300094;0,484858984;1,441582238;1,295981086;1,360607907;66;1,82;2660;76,00;2,857142857;0,46;48,9;1,69;3;107;2,03;50,12;1,70;1,49;0,17;13,53;1,13;9,67;0,99;11,23;1,05;50,12;;
C T 2016;Cod;Tampen;2016;157,9681675;74,83764481;3,488808126;13,9468208;14,78914261;18,14417135;2,19856958;1,874120112;0,542677085;1,169942997;1,144475221;1,258737139;68;1,83;2895;120,00;4,14507772;0,62;67,5;1,83;4;107;2,03;50,48;1,70;2,35;0,37;9,98;1,00;9,41;0,97;12,24;1,09;50,48;;
C T 2016;Cod;Tampen;2016;200,6922441;97,37827627;3,532146564;16,00209535;20,7369739;21,97172023;2,302530589;1,988462083;0,548038716;1,316745381;1,204176854;1,34186406;63;1,80;2450;91,00;3,714285714;0,57;57,4;1,76;3;115;2,06;55,94;1,75;2,03;0,31;11,91;1,08;9,19;0,96;12,62;1,10;55,94;;
C T 2016;Cod;Tampen;2016;141,9762352;74,0477708;3,763285849;15,22035592;18,71086277;16,26952313;2,152215656;1,869511989;0,575567207;1,272093814;1,182424808;1,211374824;65;1,81;2710;108,00;3,985239852;0,60;57,0;1,76;4;81;1,91;42,20;1,63;2,14;0,33;10,66;1,03;8,67;0,94;9,27;0,97;42,20;;
C T 2016;Cod;Tampen;2016;297,5267739;139,2410454;3,390006772;25,09408784;34,78230117;34,67702748;2,473526053;2,143767275;0,530200566;1,541358311;1,399571414;1,540041863;69;1,84;3005;86,00;2,861896839;0,46;50,3;1,70;6;150;2,18;70,08;1,85;1,71;0,23;17,51;1,24;12,63;1,10;17,45;1,24;70,08;;
C T 2016;Cod;Tampen;2016;213,2053296;113,6174824;4,273979629;25,82698913;28,15599016;29,39595924;2,328798057;2,055445162;0,630832448;1,449570805;1,41207378;1,468287636;60;1,78;1945;72,00;3,701799486;0,57;46,7;1,67;3;100;2,00;53,05;1,72;2,00;0,30;13,15;1,12;12,06;1,08;13,73;1,14;53,05;;
C T 2016;Cod;Tampen;2016;239,8869121;128,3711161;3,781505601;24,57342849;37,79624401;23,47617354;2,380006554;2,108467317;0,577664748;1,577448644;1,390465754;1,370627311;58;1,76;2000;55,00;2,75;0,44;52,0;1,72;3;125;2,10;66,74;1,82;1,97;0,29;19,65;1,29;12,78;1,11;12,20;1,09;66,74;;
